Gender,College,Churn,Level,Residence,SIM_Usage,Usage_Freq,Network_Strength,Services_Used,Data_Exhaustion,Other_Networks,Use_Other_More,Reasons_Other,Consider_Discontinue,Reasons_Discontinue,Additional_Feedback
Male,School of Business,No,Level 200,On-campus,Yes,Never,5,"Voice Calls, None of the above, Mobile data/Internet, SMS/Text messaging",Yes,Glo,True,"Faster internet speeds, Better customer service, Better network coverage/signal strength, More affordable plans/pricing",No,"Insufficient data allowance, Unsatisfactory customer service, High costs/pricing, Poor network quality/coverage",ing6spoT8hCOXhViXkwhzpGmPWRrVrY05q3ep
Female,School of Business,Yes,Level 300,Off-campus,Yes,Occasionally,4,Voice Calls,No,"AirtelTigo, MTN, Glo",False,"Faster internet speeds, Better network coverage/signal strength, Better customer service",No,"Unsatisfactory customer service, Poor network quality/coverage, Insufficient data allowance, High costs/pricing",R5o1ET9yg0osVOwB5H7PoNnsZfFeTaUR4uQTj6pUeNG4pXUWvW2fFC58PJIK
Female,School of Business,Yes,Level 600,Off-campus,No,Daily,5,"None of the above, SMS/Text messaging, Voice Calls",No,"MTN, Glo, AirtelTigo",True,"Better customer service, Faster internet speeds, More affordable plans/pricing",No,Insufficient data allowance,mx00ZUuxmVCCI1LzWwjkMyrvNqR43G1rILsNrhmdK68i4o2zs7imYRTPkiv9gJVlBToTwHWjQ4hm82lOoUDv1CjQ
Male,School of Business,Yes,Level 100,Off-campus,No,Daily,1,Mobile data/Internet,No,Glo,True,"Better network coverage/signal strength, More affordable plans/pricing, Faster internet speeds",Yes,"Poor network quality/coverage, High costs/pricing, Insufficient data allowance, Unsatisfactory customer service",iARCljIEIC3mwgXGPdAcVtAL0GwEl9Lt2pYWSNwO0KQUnTot2DGX
Female,School of Business,No,Level 200,On-campus,No,Occasionally,5,"Mobile data/Internet, SMS/Text messaging, None of the above, Voice Calls",Yes,MTN,False,More affordable plans/pricing,No,"Insufficient data allowance, High costs/pricing",N0zggiVQAyeP7uvBWmBHBAyKVX9QE08gcnTnIuzvBUwlcEER24u88njdCkQuCbT4kM
Female,School of Business,Yes,Level 500,Off-campus,No,Several times a week,5,"None of the above, Voice Calls, Mobile data/Internet, SMS/Text messaging",No,"AirtelTigo, MTN, Glo",True,"Better network coverage/signal strength, Better customer service, More affordable plans/pricing, Faster internet speeds",No,"Unsatisfactory customer service, Poor network quality/coverage, Insufficient data allowance",fxKAFS4Z3bklC5jVTuhf0Y0BZKBJxlOE2amG4KqPHPLLvT9wBjFbs3kxyhyf3AbkuI41TSCK8
Male,School of Business,No,Level 300,On-campus,No,Never,3,"Voice Calls, Mobile data/Internet",No,AirtelTigo,False,Better customer service,Yes,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing",dLBZQBlyjvOQ0KVnSYoVDf8zQaMQNE4tHkaW
Male,School of Business,Yes,Level 200,Off-campus,No,Never,5,"SMS/Text messaging, None of the above",No,MTN,True,Better customer service,No,Poor network quality/coverage,OiOu7xyL2sQp0UqShsWUAtcHU2m46E1K1xLPTqETF5nDxPh7I8VFX9kIYVqTlUz5esiV1bJNzIE
Male,School of Business,No,Level 200,On-campus,Yes,Several times a week,1,None of the above,Yes,AirtelTigo,True,"More affordable plans/pricing, Better network coverage/signal strength, Faster internet speeds, Better customer service",No,Unsatisfactory customer service,mg0NiXmGR7kRJMYsaOxE25Dx8VW4kbzXXtiMQn2m9Be7euJD8RpBVejec7QhgH3h5MZpX
Male,School of Business,Yes,Level 300,On-campus,No,Occasionally,1,"Voice Calls, Mobile data/Internet, SMS/Text messaging, None of the above",Yes,"MTN, AirtelTigo, Glo",False,"Better network coverage/signal strength, Better customer service, More affordable plans/pricing",No,Poor network quality/coverage,lqtGwGHbhcJOn5SwTZkiA0gW1dBur5jHrc2GyhBCNo3pFbxDHSjQ0cZQlHjm
Male,School of Business,No,Level 400,On-campus,Yes,Several times a week,2,"None of the above, Mobile data/Internet",No,MTN,True,"More affordable plans/pricing, Better network coverage/signal strength, Better customer service",Yes,"High costs/pricing, Insufficient data allowance",8ZpdxAMovAGF6wBe47KXue0Hxvvna0y7i3ToXgXRo0qBnJEbP8oQHuJkihUgvvQXkO7NfRondwFQviPrrGy9ik
Male,School of Business,Yes,Level 400,Off-campus,Yes,Daily,1,"SMS/Text messaging, None of the above, Mobile data/Internet, Voice Calls",No,"MTN, AirtelTigo",False,"Faster internet speeds, Better customer service",No,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service",zml3wPzLtLUCVzc1m8BL6YTwGV6Wfs8b7069iBKrxgXo9T160LnZKeTjCRXz3yBQcxrEvBRO
Male,School of Business,No,Level 200,On-campus,No,Several times a week,5,"SMS/Text messaging, Mobile data/Internet",No,"AirtelTigo, MTN",False,"Faster internet speeds, Better customer service, More affordable plans/pricing",Yes,"Unsatisfactory customer service, High costs/pricing",wyAmrTOnsS7Q5ix5JSIILknxjJsyextlypn07ReI4DqSjbfWK4rThNy8XynuG30PdvxZG4b2Qwf67aNsrmULDY1cQN8Hr7
Male,School of Business,No,Level 300,Off-campus,No,Never,5,"Voice Calls, SMS/Text messaging",Yes,"AirtelTigo, Glo, MTN",False,"Better network coverage/signal strength, Faster internet speeds",No,"Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing, Insufficient data allowance",6SpakoLB4cStDFnzmHsu2VRwUR9e0hRfYxGg8HOWxWzEgNg9kh7l26DOgehFlJoWor6fu6vQw3gjF7tTIveF22RezC
Female,School of Business,Yes,Level 400,On-campus,Yes,Rarely,3,"SMS/Text messaging, Voice Calls, Mobile data/Internet, None of the above",No,"MTN, AirtelTigo, Glo",False,"Faster internet speeds, Better customer service",Yes,Unsatisfactory customer service,rOTPjyCBpCoyCrvR3zpfVoSWC2SfIf1RIx0mnCU
Male,School of Business,No,Level 500,On-campus,Yes,Never,1,"Voice Calls, SMS/Text messaging, None of the above, Mobile data/Internet",No,"MTN, AirtelTigo, Glo",True,"More affordable plans/pricing, Better network coverage/signal strength, Better customer service",No,Unsatisfactory customer service,XUPkIh8CfHs5w5TaQCkQdezGTeFKRcwxaV7tt4HW27Yaj8FfQj8
Female,School of Business,Yes,Level 300,On-campus,Yes,Rarely,5,"Voice Calls, Mobile data/Internet, SMS/Text messaging, None of the above",Yes,"MTN, AirtelTigo, Glo",False,"Better customer service, More affordable plans/pricing",Yes,"High costs/pricing, Unsatisfactory customer service, Insufficient data allowance",IU6exoQFxMjliIc6J1EBHjpbltWd7FHPXEkgTVaJ0nVZSKEzbjjY0iW
Female,School of Business,Yes,Level 100,On-campus,Yes,Never,2,"Voice Calls, Mobile data/Internet, None of the above, SMS/Text messaging",Yes,"Glo, AirtelTigo, MTN",False,"Better network coverage/signal strength, Faster internet speeds, Better customer service, More affordable plans/pricing",Yes,"Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage",UdDHhA1pVh9uu1w5EmNPXSgHFN92v3PgAnByBN6Q72wY7t5MSqFVhPt2L6S5oRIpeUU0lSa2KplYXgaQfXxHi6xgd4XgkM56I0
Female,School of Business,Yes,Level 200,On-campus,No,Several times a week,2,"Voice Calls, Mobile data/Internet",Yes,"Glo, AirtelTigo",True,"More affordable plans/pricing, Faster internet speeds, Better customer service",Yes,"Insufficient data allowance, Unsatisfactory customer service, High costs/pricing",yqx1u1CQMARI2jrgxuOBuJFVpHi4yenHV18oF3s3qP7MW4ZmxqdmpJmijkZCSL3wWW
Male,School of Business,No,Level 600,Off-campus,Yes,Rarely,2,"None of the above, SMS/Text messaging",Yes,"MTN, Glo, AirtelTigo",False,"More affordable plans/pricing, Better network coverage/signal strength, Faster internet speeds, Better customer service",Yes,"Unsatisfactory customer service, High costs/pricing",1RKfNdxShAmEM72cWGTvLSps1Bwz1ZJTtDF17p6omhu
Male,School of Business,No,Level 500,Off-campus,No,Daily,3,Mobile data/Internet,Yes,"AirtelTigo, MTN",True,"Better network coverage/signal strength, Faster internet speeds, Better customer service, More affordable plans/pricing",Yes,High costs/pricing,eFmUkocKaT3BPe2BdyHzonMteCT
Male,School of Business,No,Level 600,On-campus,Yes,Occasionally,2,"Voice Calls, SMS/Text messaging, None of the above, Mobile data/Internet",Yes,"AirtelTigo, MTN",False,"Faster internet speeds, Better customer service, Better network coverage/signal strength",Yes,"Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage, High costs/pricing",3SUU20S1wCr1F0exFtZqsoOR3RlhEcjLSeFcaBwRoqzI1CmxIqeGbffymiGzJSBfocISURjA0AyoA9cTglbmRsb
Male,School of Business,Yes,Level 500,Off-campus,No,Several times a week,4,"Mobile data/Internet, Voice Calls, SMS/Text messaging",Yes,"AirtelTigo, MTN",True,Better customer service,Yes,High costs/pricing,roFm5EoaTCbVu40Dhv9ukI0jPOuVAAnXP0s1PLNIPzjtgUGSv8NP4fbJcFpoCv4t7yJytK41mif0ln6Fv8pUlCSQO6q
Male,School of Business,No,Level 200,On-campus,Yes,Rarely,2,None of the above,Yes,AirtelTigo,False,"Better customer service, Better network coverage/signal strength, Faster internet speeds",No,"Insufficient data allowance, Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service",mPMVXTLFTgYuXn8Ji8SVC2X1XIslPQNSc8Rtc
Male,School of Business,No,Level 300,On-campus,Yes,Rarely,1,Mobile data/Internet,Yes,"Glo, AirtelTigo",False,"More affordable plans/pricing, Better network coverage/signal strength, Better customer service, Faster internet speeds",No,"Insufficient data allowance, Unsatisfactory customer service",aMrdCyUyf3J0yG9OddbdoA0JbYRkIxsRkzjExJSLg2bkGlNMFDR59P7Sm0UFBayA
Female,School of Business,Yes,Level 200,Off-campus,No,Several times a week,5,"Voice Calls, SMS/Text messaging",No,"AirtelTigo, Glo",False,"More affordable plans/pricing, Better customer service, Better network coverage/signal strength",No,"Unsatisfactory customer service, Poor network quality/coverage, High costs/pricing, Insufficient data allowance",u6R3gOswOrYXWwoHTbFwi6FJQ2KDc0aR9SuJgUcIrTSCXexOCQMtZQfUwJCBVwdYyKppP5PH9dVm1DHjdXIG6yNe2imvsF16EpV
Male,School of Business,Yes,Level 600,On-campus,Yes,Rarely,3,"None of the above, SMS/Text messaging, Mobile data/Internet, Voice Calls",No,MTN,False,"Faster internet speeds, More affordable plans/pricing, Better network coverage/signal strength",No,Insufficient data allowance,gtRIm4QWSL1FvolHdhFvt2vJtrYvviIH7RqdeYKftpmusM4lGLdodDhMyM3dTNjqYnLMmkJ5C
Male,School of Business,Yes,Level 100,On-campus,Yes,Occasionally,3,None of the above,No,"Glo, MTN, AirtelTigo",False,"Better customer service, More affordable plans/pricing, Faster internet speeds",No,"Insufficient data allowance, Unsatisfactory customer service, Poor network quality/coverage",VqvXyhWVjRQFVCnTXLi4vImtHveEUETUPRKwQ2RCXwbcDlY0HBjoKPGsMa8V8V
Male,School of Business,Yes,Level 300,On-campus,No,Never,4,Voice Calls,Yes,"AirtelTigo, Glo, MTN",False,"Faster internet speeds, Better network coverage/signal strength, Better customer service, More affordable plans/pricing",Yes,Insufficient data allowance,otoEeEPl5XfY1j1bGjgqWWJHoLQlmkgOAYAp2unZpXvmDx5DbeRV8sOMzZ4721mQMiZKrLk5lOoAI96h752jycWIhq
Female,School of Business,Yes,Level 500,Off-campus,Yes,Occasionally,2,SMS/Text messaging,No,AirtelTigo,True,"Better network coverage/signal strength, Better customer service",No,"Unsatisfactory customer service, Insufficient data allowance, Poor network quality/coverage",420ddRgA6QpBEwEK5WpnDNPVBGF8rtIHiuDX1y13M1r5NyIAFtZQtaIvsCnvZ8hbG39QvjXGxuHwLgx6JIpzgVKNVS
Female,School of Business,No,Level 400,Off-campus,Yes,Daily,1,"Mobile data/Internet, SMS/Text messaging, None of the above",No,"Glo, MTN, AirtelTigo",False,More affordable plans/pricing,No,"Unsatisfactory customer service, Poor network quality/coverage, Insufficient data allowance, High costs/pricing",jr5wy9Mjy5AhG6aNZhBVfOJnuvL64TkVGonP167jp71u2LuJ
Female,School of Business,No,Level 500,Off-campus,Yes,Rarely,3,Mobile data/Internet,Yes,"MTN, AirtelTigo, Glo",False,"More affordable plans/pricing, Faster internet speeds, Better network coverage/signal strength",No,"Poor network quality/coverage, Unsatisfactory customer service, Insufficient data allowance, High costs/pricing",t2aYubvvZLV3yrw8RDm9Ry95qJnYn2wFn1tFxxhpbxbaD4235S8pHC9N35iNrTVGQOSXj5wMIZJ7dzKhJp9
Male,School of Business,No,Level 600,Off-campus,Yes,Daily,3,"SMS/Text messaging, Mobile data/Internet, Voice Calls, None of the above",No,"MTN, Glo",True,"Faster internet speeds, Better customer service, Better network coverage/signal strength, More affordable plans/pricing",Yes,"Insufficient data allowance, Poor network quality/coverage, Unsatisfactory customer service, High costs/pricing",PPwUHx4UauPLJDDHONm75ikjrhXR3gFA54DcmXKJu
Male,School of Business,Yes,Level 500,On-campus,No,Occasionally,4,"Voice Calls, SMS/Text messaging",No,"MTN, Glo, AirtelTigo",True,Better customer service,Yes,Poor network quality/coverage,7VH1DGUvB85tEfn2o41U
Male,School of Business,Yes,Level 100,On-campus,No,Never,5,"Voice Calls, Mobile data/Internet",No,AirtelTigo,True,"Better customer service, More affordable plans/pricing, Faster internet speeds",No,Unsatisfactory customer service,a2oFaj8vQgtxWu1boHBUKMR85p1ytHoDlqUI
Female,School of Business,No,Level 400,Off-campus,No,Several times a week,1,"Voice Calls, Mobile data/Internet, None of the above",Yes,"Glo, MTN, AirtelTigo",True,"Faster internet speeds, More affordable plans/pricing, Better customer service, Better network coverage/signal strength",Yes,"High costs/pricing, Insufficient data allowance, Poor network quality/coverage",zyukmbmiJacMc8ADxQj3oGFptZa5ITcErtedRIa1VFqR7GKW7HkTBN
Female,School of Business,No,Level 600,On-campus,Yes,Rarely,2,"None of the above, Voice Calls",No,Glo,True,"More affordable plans/pricing, Faster internet speeds, Better customer service",Yes,"Poor network quality/coverage, Insufficient data allowance, High costs/pricing, Unsatisfactory customer service",FDQ9IaJ2TzRHFyhb5uJquZTEEKnGwgEGMrj
Male,School of Business,No,Level 200,Off-campus,No,Several times a week,5,"Voice Calls, None of the above, Mobile data/Internet, SMS/Text messaging",No,AirtelTigo,False,"Better customer service, More affordable plans/pricing, Faster internet speeds, Better network coverage/signal strength",Yes,Unsatisfactory customer service,zD0Xo1aDsffeE1jIZZTqjnmAlVLGRR680eZwc1JFeFTQgu0zCu6wv86uyKOMULZvyYbHSsSWko1sJUsq
Male,School of Business,No,Level 300,Off-campus,No,Daily,1,"Voice Calls, Mobile data/Internet, SMS/Text messaging",Yes,MTN,True,"More affordable plans/pricing, Better customer service, Better network coverage/signal strength, Faster internet speeds",No,"Poor network quality/coverage, High costs/pricing, Insufficient data allowance",B1lEU1nMDpQhuMF1YfEoxtXcbpjppe5tvf2ZoA4udIbmdA6cRfQUTJE9lhzPtfpAcSpbvjfq
Female,School of Business,No,Level 600,On-campus,No,Several times a week,4,"Voice Calls, SMS/Text messaging, Mobile data/Internet",Yes,"AirtelTigo, MTN",False,"Faster internet speeds, More affordable plans/pricing, Better customer service, Better network coverage/signal strength",No,"Insufficient data allowance, Unsatisfactory customer service, High costs/pricing",S6SrZfFCbXzNiAEjVfUo79jptp8hAJFsjMYSNH7dU9maLza5gfna5AZp8mexIktA846f6NAka12cEzmNe
Male,School of Business,No,Level 200,On-campus,Yes,Occasionally,2,"SMS/Text messaging, Mobile data/Internet, None of the above, Voice Calls",Yes,"Glo, AirtelTigo, MTN",True,Faster internet speeds,Yes,"Insufficient data allowance, Poor network quality/coverage, High costs/pricing, Unsatisfactory customer service",oDpT19UR1BblBPVOJC5IfKXeidcD4e
Male,School of Business,Yes,Level 100,Off-campus,No,Occasionally,1,"None of the above, Mobile data/Internet, SMS/Text messaging",No,Glo,True,"Better customer service, Better network coverage/signal strength, More affordable plans/pricing",No,High costs/pricing,29CDSsgCeN7x3p2t5nvzyT
Female,School of Business,Yes,Level 500,On-campus,Yes,Occasionally,4,"Voice Calls, None of the above, SMS/Text messaging",Yes,"AirtelTigo, MTN",False,"Better customer service, Faster internet speeds",No,Unsatisfactory customer service,Op0uo22BXh4ocO4iid6TIu456QZIlLpVFLRwEtdixmOVBaUPBXrqccAn4zcIXcYLhiefMFrmOtG550yXqvrvHTpTsk13
Female,School of Business,No,Level 300,Off-campus,No,Daily,5,"Voice Calls, None of the above, SMS/Text messaging, Mobile data/Internet",No,"Glo, AirtelTigo",True,"Better network coverage/signal strength, Better customer service, More affordable plans/pricing",Yes,Poor network quality/coverage,kSJkUaWt9lYVHjlx5I32WkGYHBPDbp1nRex4Fo8CGx5DsoXs4P1YdP
Male,School of Business,Yes,Level 500,Off-campus,No,Occasionally,2,Mobile data/Internet,Yes,"MTN, Glo",True,"More affordable plans/pricing, Faster internet speeds",Yes,Unsatisfactory customer service,8iKq9fm671AMJJW3JhQO9osFcKUxBXyTIW75ZbuI5SOzupOu2
Female,School of Business,Yes,Level 300,Off-campus,Yes,Daily,5,"SMS/Text messaging, None of the above, Voice Calls, Mobile data/Internet",No,"MTN, Glo, AirtelTigo",True,Better customer service,Yes,"Poor network quality/coverage, Insufficient data allowance",3Ocjf6AB4Aqo6QnK6hV3VHpCX7h6qyMqjL
Female,School of Business,Yes,Level 300,Off-campus,Yes,Never,3,"SMS/Text messaging, Voice Calls",Yes,"AirtelTigo, Glo, MTN",False,"Better network coverage/signal strength, Faster internet speeds",No,"Poor network quality/coverage, Unsatisfactory customer service",zEyNWA2PUSCwpma7NDB2o
Female,School of Business,Yes,Level 100,Off-campus,No,Rarely,4,"None of the above, Voice Calls, Mobile data/Internet, SMS/Text messaging",Yes,"AirtelTigo, Glo, MTN",False,"Better network coverage/signal strength, More affordable plans/pricing",Yes,"High costs/pricing, Unsatisfactory customer service, Poor network quality/coverage, Insufficient data allowance",GbqxgdW9krnzd2tbnbuHZOWJClPTziQ1XDbR
Female,School of Business,Yes,Level 300,On-campus,No,Occasionally,3,SMS/Text messaging,Yes,"AirtelTigo, MTN, Glo",True,"Better network coverage/signal strength, Faster internet speeds, More affordable plans/pricing, Better customer service",No,"Unsatisfactory customer service, Poor network quality/coverage",zt4xNyu3PZCiEqUF0Wdp9t1KNBC6AV7UEqxSKHoIPAPTf
Male,School of Business,No,Level 400,On-campus,Yes,Daily,1,"Voice Calls, SMS/Text messaging, Mobile data/Internet, None of the above",No,"Glo, MTN, AirtelTigo",True,"More affordable plans/pricing, Better customer service",Yes,"Poor network quality/coverage, High costs/pricing, Insufficient data allowance, Unsatisfactory customer service",3bwrJFqJ9nOL8HENPoLmz5vW9LAEF
Male,School of Business,No,Level 200,Off-campus,Yes,Rarely,1,"Mobile data/Internet, None of the above, Voice Calls",Yes,MTN,False,"Better customer service, Better network coverage/signal strength, Faster internet speeds, More affordable plans/pricing",No,Unsatisfactory customer service,6j8gw8FjPPS2Y6l5KNDoFZpYVH1beIfGCerQGU0xuUy5TGD0YGHzZnHcZkRBhLOG9CPnuWVVA3vkLSMflHO
Female,School of Business,No,Level 100,Off-campus,No,Never,3,"Mobile data/Internet, SMS/Text messaging",No,MTN,True,"More affordable plans/pricing, Faster internet speeds, Better customer service, Better network coverage/signal strength",No,"Unsatisfactory customer service, High costs/pricing, Insufficient data allowance, Poor network quality/coverage",ovvhrqGcK2MH5zp1GdjM8tIA0YBBwY7adgrPE6UZP1hv9cleRRqNbCTMhYfHakXSEdqyBSqn8yc1
